id,小区名称,所在区域,总价,单价,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,产权年限,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,other
5012,中御公馆,硚口,310,27923,3室2厅1厨2卫,低楼层 (共34层),111.02,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯五户,有,null,2022/7/29,商品房,2018/8/14,普通住宅,满两年,非共有,无抵押,已上传房本照片,202011166NLBR
5013,风荷苑,新洲,41,4335,3室2厅1厨1卫,高楼层 (共15层),94.59,平层,75.31,塔楼,南,钢混结构,简装,一梯两户,有,null,2023/4/7,商品房,2013/1/24,普通住宅,满五年,非共有,无抵押,已上传房本照片,202304255fU7u
5014,万达公馆,武昌,710,29893,3室2厅1厨4卫,中楼层 (共42层),237.52,平层,189.85,板楼,南 北,钢混结构,精装,三梯两户,有,null,2023/4/12,商品房,2017/2/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230413RkZa2
5015,统建同安家园,江岸,179,14104,3室1厅1厨2卫,高楼层 (共18层),126.92,平层,106.07,塔楼,南 西南,钢混结构,精装,两梯四户,有,null,2023/3/27,商品房,2023/1/3,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230327NBfOZ
5016,东亭小区,武昌,140,16968,3室1厅1厨2卫,低楼层 (共8层),82.51,平层,暂无数据,板楼,南 北,混合结构,简装,一梯四户,无,null,2022/8/29,商品房,2001/8/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,202208310pYlL
5017,庆丰里,硚口,119,11430,4室1厅1厨1卫,中楼层 (共8层),104.12,平层,暂无数据,暂无数据,东 东南,未知结构,精装,一梯八户,暂无数据,null,2022/9/5,商品房,2019/9/5,普通住宅,满两年,共有,无抵押,已上传房本照片,20201108ij38G
5018,金色港湾双湖林语,沌口,155,17393,3室1厅1厨1卫,高楼层 (共34层),89.12,平层,暂无数据,板塔结合,东南,钢混结构,毛坯,两梯四户,有,null,2022/10/17,商品房,2019/9/27,普通住宅,满两年,非共有,有抵押 40万元 未知 业主自还,已上传房本照片,202007100MJx7
5019,泛海国际碧海园,江汉,850,32674,4室2厅1厨4卫,低楼层 (共32层),260.15,平层,211.72,板楼,南 北,钢混结构,精装,三梯两户,有,null,2021/6/5,商品房,2018/4/17,普通住宅,满五年,非共有,有抵押 470万元 兴业银行 客户偿还,已上传房本照片,202108040270C
5020,中南一路测绘局宿舍,武昌,330,32049,3室1厅1厨1卫,高楼层 (共6层),102.97,平层,91.7,板楼,南 北,混合结构,精装,一梯两户,无,null,2022/11/2,房改房,2020/11/25,普通住宅,满两年,非共有,无抵押,已上传房本照片,20221102APJSw
5021,俪湖天地,江夏,92,11292,3室2厅1厨1卫,低楼层 (共29层),81.48,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2023/3/30,商品房,2017/8/8,普通住宅,满五年,共有,无抵押,已上传房本照片,20220628wj7Of
5022,波光园一期,武昌,500,19485,6室3厅1厨3卫,高楼层 (共6层),256.62,复式,230.44,板楼,南 北,钢混结构,精装,一梯两户,无,null,2021/9/10,商品房,2016/10/10,普通住宅,满五年,共有,有抵押 40万元 建设银行 业主自还,已上传房本照片,20210919wKA1e
5023,保利香槟国际,硚口,270,22517,4室1厅1厨2卫,低楼层 (共34层),119.91,平层,暂无数据,塔楼,南,钢混结构,其他,两梯四户,有,null,2023/4/14,商品房,2018/4/1,普通住宅,满五年,共有,无抵押,已上传房本照片,20210313btilR
5024,结合病防治宿舍,硚口,84,12500,2室1厅1厨1卫,低楼层 (共8层),67.2,暂无数据,67.2,暂无数据,南 北,未知结构,精装,一梯三户,暂无数据,null,2022/2/26,房改房,2014/10/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220226G5kom
5025,百瑞景中央生活区三期,武昌,229,26322,3室2厅1厨2卫,高楼层 (共34层),87,平层,67.2,板楼,南,钢混结构,精装,两梯六户,有,null,2023/4/2,商品房,2017/4/16,普通住宅,满五年,共有,有抵押 100万元,已上传房本照片,20210324FZT9H
5026,紫云黄狮海岸,东西湖,145,11804,3室2厅1厨2卫,中楼层 (共11层),122.84,平层,103.83,板塔结合,南,钢混结构,简装,两梯三户,有,null,2022/12/10,商品房,2015/5/11,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200105IfbS2
5027,联投龙湾三期,江夏,103,11273,3室2厅1厨1卫,低楼层 (共33层),91.37,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯两户,有,null,2023/1/3,商品房,2018/1/24,普通住宅,满五年,非共有,有抵押 67万元 客户偿还,已上传房本照片,2023010312Gcb
5028,星悦城一期,江岸,143,14893,3室2厅1厨1卫,高楼层 (共34层),96.02,平层,暂无数据,板塔结合,南 北,钢混结构,简装,两梯四户,有,null,2022/6/29,商品房,2018/5/24,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220629MOi09
5029,新鸿基花园,江岸,184,19773,2室1厅1厨1卫,高楼层 (共33层),93.06,复式,73.67,塔楼,南,钢混结构,简装,三梯二十六户,有,null,2022/8/11,商品房,2010/4/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210701GqsJB
5030,城投瀚城璞岸,洪山,283,25739,3室2厅1厨2卫,中楼层 (共22层),109.95,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,null,2021/11/22,商品房,2021/12/7,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20211207Fxxmo
5031,阳光在线二期,东湖高新,158,19210,2室2厅1厨1卫,低楼层 (共18层),82.25,平层,68.76,塔楼,南,钢混结构,精装,两梯四户,有,null,2023/2/25,商品房,2013/10/21,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230225C5fkB
5032,东勤佳苑,江岸,113,12573,3室1厅1厨1卫,中楼层 (共11层),89.88,平层,暂无数据,板楼,南,钢混结构,简装,三梯六户,有,null,2022/11/13,经济适用房,2013/11/8,普通住宅,满五年,共有,有抵押 30万元 平安 业主自还,已上传房本照片,20210128i87T4
5033,彭刘杨路239号,武昌,78,14461,1室1厅1厨1卫,高楼层 (共4层),53.94,平层,暂无数据,平房,西南,混合结构,简装,一梯七户,无,null,2022/10/15,房改房,2019/2/28,普通住宅,满两年,非共有,无抵押,已上传房本照片,20221015oKoe5
5034,万科汉阳国际B区,汉阳,152,16143,3室2厅1厨1卫,中楼层 (共34层),94.16,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/28,商品房,2021/8/31,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230205F9wsp
5035,华城广场,洪山,135,14576,2室2厅1厨1卫,高楼层 (共22层),92.62,平层,72.14,板塔结合,南,钢混结构,简装,两梯八户,有,null,2023/3/18,商品房,2015/10/16,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220213Wg6O4
5036,远洋心汉口御峰,江汉,130,16678,2室2厅1厨1卫,低楼层 (共34层),77.95,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯五户,有,null,2023/4/18,商品房,2018/4/8,普通住宅,满五年,非共有,有抵押 70万元 银行 客户偿还,已上传房本照片,20200107kW807
5037,王府花园,江岸,371,32292,3室2厅1厨2卫,中楼层 (共31层),114.89,平层,暂无数据,板楼,西南,钢混结构,其他,三梯七户,有,null,2023/3/8,商品房,2021/10/26,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20230308kW83S
5038,金地国际花园,武昌,215,31947,2室1厅1厨2卫,中楼层 (共27层),67.3,复式,49.51,板楼,南 东南,钢混结构,简装,两梯九户,有,null,2023/2/24,商品房,2015/12/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220608Nbo4h
5039,宝安加州花园,武昌,379,22110,3室1厅1厨2卫,中楼层 (共6层),171.42,平层,暂无数据,板楼,南,钢混结构,简装,一梯八户,无,null,2023/3/4,商品房,2004/8/9,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211125kHc9p
5040,百步亭金桥汇II期,江岸,128,17727,2室1厅1厨1卫,高楼层 (共33层),72.21,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,null,2023/3/19,商品房,2020/6/8,普通住宅,满两年,共有,无抵押,已上传房本照片,202303201IndQ
5041,绿地汉口中心,江岸,152,16066,3室2厅1厨1卫,低楼层 (共32层),94.61,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯四户,有,null,2023/3/15,商品房,2018/6/27,普通住宅,满两年,共有,有抵押 60万元,已上传房本照片,20200903nRlxJ
5042,福星城南区,江汉,240,18103,3室2厅1厨2卫,中楼层 (共38层),132.58,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯四户,有,null,2022/3/14,商品房,2019/6/17,普通住宅,满两年,非共有,无抵押,已上传房本照片,20220328VR1ha
5043,丰华园,硚口,74,12507,1室1厅1厨1卫,中楼层 (共11层),59.17,平层,48.5,板楼,南,钢混结构,精装,一梯四户,有,null,2023/4/5,拆迁还建房,2019/9/16,普通住宅,满两年,共有,无抵押,已上传房本照片,20200909Asrkt
5044,新城庭瑞君悦观澜,汉南,90,7042,4室2厅1厨2卫,高楼层 (共34层),127.82,平层,101.88,板楼,南,钢混结构,精装,一梯五户,暂无数据,null,2023/4/25,商品房,2023/4/23,普通住宅,未满两年,共有,有抵押 60万元 客户偿还,已上传房本照片,20230426A4evj
5045,幸福时代,江岸,148,17742,2室2厅1厨1卫,中楼层 (共32层),83.42,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,null,2023/3/27,商品房,2015/4/21,普通住宅,满五年,非共有,有抵押 40万元 客户偿还,已上传房本照片,20230328BXmb0
5046,汇东佳韵,洪山,100,12346,2室1厅1厨1卫,中楼层 (共6层),81,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,null,2022/10/12,商品房,2008/5/20,普通住宅,满五年,非共有,无抵押,已上传房本照片,202211098B7ZV
5047,联投金色港湾,沌口,165,17406,3室2厅1厨1卫,高楼层 (共11层),94.8,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,有,null,2023/3/4,商品房,2020/12/12,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230304Wx6mm
5048,天梨豪园,江汉,320,13028,5室3厅1厨2卫,高楼层 (共12层),245.64,复式,205.03,塔楼,南,钢混结构,其他,一梯两户,有,null,2023/4/18,商品房,2009/1/20,普通住宅,满五年,非共有,有抵押 200万元 业主自还,已上传房本照片,20230426x7Iye
5049,江宏世纪名苑B区,武昌,80,13305,2室1厅1厨1卫,低楼层 (共33层),60.13,平层,暂无数据,塔楼,南,钢混结构,简装,两梯六户,有,null,2023/3/29,拆迁还建房,2021/1/27,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230329TyOJk
5050,福星惠誉水岸国际澜桥公馆二期,武昌,260,28867,2室2厅1厨1卫,中楼层 (共52层),90.07,平层,66.48,塔楼,南,钢混结构,毛坯,四梯五户,有,null,2021/4/20,商品房,2021/4/20,普通住宅,满两年,非共有,有抵押 64万元 招商银行 客户偿还,已上传房本照片,202104295BE4y
5051,福星城南区,江汉,200,20717,3室1厅1厨2卫,高楼层 (共32层),96.54,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2021/6/14,商品房,2020/5/2,普通住宅,满两年,非共有,无抵押,已上传房本照片,2021061851Htc
5052,朗诗里程,东湖高新,148,17973,3室2厅1厨1卫,低楼层 (共18层),82.35,平层,暂无数据,板楼,南,钢混结构,精装,两梯四户,有,null,2022/10/12,商品房,2018/1/8,普通住宅,满五年,非共有,无抵押,已上传房本照片,20221014yNyat
5053,紫润明园北区,硚口,120,12691,3室2厅1厨1卫,低楼层 (共18层),94.95,平层,76,板塔结合,南 北,钢混结构,精装,一梯四户,有,null,2023/4/19,拆迁还建房,2018/5/17,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230419wMCbm
5054,福星惠誉水岸国际时代上城,武昌,247,26409,3室2厅1厨1卫,中楼层 (共45层),93.53,平层,69.98,板楼,东南,钢混结构,精装,三梯四户,有,null,2023/4/22,商品房,2019/4/1,普通住宅,满两年,共有,无抵押,已上传房本照片,20220226mg9Hv
5055,联投龙湾三期,江夏,101,10830,3室2厅1厨1卫,中楼层 (共18层),93.26,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,null,2022/11/25,商品房,2021/3/24,普通住宅,满两年,非共有,有抵押 25万元,已上传房本照片,20230326JZA13
5056,金地悦江时代芸湾区,硚口,168,15103,3室2厅1厨2卫,高楼层 (共48层),111.24,平层,暂无数据,板塔结合,南 北,钢混结构,精装,四梯四户,有,null,2023/1/27,商品房,2020/7/5,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230202GqVh0
5057,新凯山泉居小区,洪山,330,26517,3室2厅1厨2卫,中楼层 (共6层),124.45,平层,暂无数据,板楼,南 北,钢混结构,精装,一梯两户,有,null,2023/4/19,商品房,2012/10/25,普通住宅,满五年,共有,无抵押,已上传房本照片,20230421WW821
5058,华生汉口城市广场北区,硚口,87,11167,2室1厅1厨1卫,高楼层 (共15层),77.91,平层,暂无数据,板楼,南,钢混结构,其他,两梯七户,有,null,2023/4/10,拆迁还建房,2019/10/28,普通住宅,满两年,共有,无抵押,已上传房本照片,20230414vd7mg
5059,中山花园,硚口,198,15710,2室2厅1厨2卫,中楼层 (共11层),126.04,错层,暂无数据,塔楼,南,钢混结构,其他,一梯两户,有,null,2023/4/1,商品房,2006/1/17,普通住宅,满五年,非共有,无抵押,已上传房本照片,202304011Wlc3
5060,和祥里社区,江汉,98,11222,3室1厅1厨1卫,中楼层 (共7层),87.33,平层,暂无数据,板楼,南,混合结构,简装,一梯四户,无,null,2023/4/17,商品房,2010/4/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200416KcWbq
5061,循礼村,江汉,139,13505,3室1厅1厨1卫,高楼层 (共7层),102.93,平层,暂无数据,板楼,西南,砖混结构,其他,一梯两户,无,null,2023/4/12,房改房,2020/4/1,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230325YEk8H
5062,电力宿舍,武昌,120,15044,2室1厅1厨1卫,中楼层 (共6层),79.77,平层,暂无数据,板楼,南,混合结构,其他,一梯两户,暂无数据,null,2023/4/19,商品房,2019/5/18,普通住宅,满两年,非共有,无抵押,已上传房本照片,20200705IruJj
5063,锦绣龙城,东湖高新,175,13868,3室2厅1厨2卫,低楼层 (共11层),126.19,平层,103.38,塔楼,南,钢混结构,简装,一梯三户,有,null,2023/3/12,商品房,2015/6/8,普通住宅,满五年,共有,无抵押,已上传房本照片,20230314ypvL3
5064,惠风同庆花园蜜糖镇,江夏,128,14017,3室2厅1厨1卫,中楼层 (共11层),91.32,平层,暂无数据,板楼,南,钢混结构,简装,一梯两户,有,null,2023/3/25,商品房,2018/5/16,普通住宅,满两年,共有,有抵押 12万元,已上传房本照片,20230325CnHlO
5065,万丰丰泽园,东西湖,126,11237,3室2厅1厨2卫,中楼层 (共5层),112.13,平层,暂无数据,板楼,南 北,钢混结构,毛坯,一梯两户,无,null,2019/6/28,商品房,2021/2/3,普通住宅,满两年,非共有,有抵押 55万元 建设银行 业主自还,已上传房本照片,20230307tshEm
5066,新地东方花都B区,江岸,175,13663,3室2厅1厨2卫,低楼层 (共6层),128.09,暂无数据,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,无,null,2023/4/27,商品房,2011/11/18,普通住宅,满五年,非共有,有抵押 140万元 平安银行 客户偿还,已上传房本照片,20230427yy7b3
5067,恒大首府,武昌,185,24598,2室1厅1厨1卫,高楼层 (共45层),75.21,平层,暂无数据,板塔结合,西北,钢混结构,精装,三梯七户,有,null,2023/3/6,商品房,2017/6/28,普通住宅,满五年,非共有,有抵押 40万元,已上传房本照片,20200916JiQm1
5068,侨亚美苑,江夏,112,7346,3室2厅1厨2卫,中楼层 (共11层),152.48,平层,133.14,板楼,南 北,钢混结构,简装,一梯两户,有,null,2022/4/25,商品房,2014/5/14,普通住宅,满五年,非共有,无抵押,已上传房本照片,20200909y1xEx
5069,紫菘枫林上城,东湖高新,200,17901,2室1厅1厨1卫,低楼层 (共16层),111.73,平层,暂无数据,塔楼,南,钢混结构,精装,两梯两户,有,null,2023/4/24,私产,2005/8/19,普通住宅,满五年,非共有,无抵押,已上传房本照片,20211023y7Eyy
5070,当代安普顿小镇,东湖高新,151,16782,2室2厅1厨1卫,中楼层 (共17层),89.98,平层,暂无数据,板楼,南,钢混结构,毛坯,两梯三户,有,null,2021/8/6,商品房,2018/7/17,普通住宅,满两年,非共有,有抵押 40万元,已上传房本照片,20210222Q4Tka
5071,锦湖金利花园二期,江岸,130,13028,3室2厅1厨1卫,中楼层 (共25层),99.79,平层,暂无数据,塔楼,南,钢混结构,精装,两梯四户,有,null,2022/5/6,商品房,2013/10/8,普通住宅,满五年,共有,无抵押,已上传房本照片,20220505rNo6Z
5072,东湖林语,武昌,570,35013,4室2厅1厨2卫,中楼层 (共6层),162.8,平层,暂无数据,板楼,东,钢混结构,精装,一梯两户,无,null,2023/4/26,商品房,2016/11/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20210925K8fol
5073,保利心语九期,洪山,186,20145,3室1厅1厨1卫,高楼层 (共33层),92.78,平层,暂无数据,板塔结合,南 北,钢混结构,其他,两梯四户,有,null,2023/4/6,商品房,2021/4/3,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230404cpjVb
5074,紫润明园北区,硚口,93,12132,2室2厅1厨1卫,高楼层 (共11层),76.66,平层,64.35,板塔结合,南,钢混结构,精装,一梯四户,有,null,2023/3/20,商品房,2014/10/21,普通住宅,满五年,非共有,有抵押 25万元 业主自还,已上传房本照片,20230321Slr4W
5075,保利香槟国际,硚口,210,22422,3室2厅1厨1卫,中楼层 (共34层),93.66,平层,暂无数据,塔楼,南 东南,钢混结构,其他,两梯四户,有,null,2023/2/16,商品房,2015/4/27,普通住宅,满五年,非共有,有抵押,已上传房本照片,20230219ZvSUe
5076,保利新武昌K4地块,洪山,208,20629,3室2厅1厨2卫,中楼层 (共44层),100.83,平层,暂无数据,板楼,东南,钢混结构,精装,两梯四户,有,null,2023/3/30,商品房,2020/8/4,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230331wlIJj
5077,秀水公寓,武昌,385,22921,3室2厅1厨2卫,低楼层 (共17层),167.97,平层,暂无数据,塔楼,东南,钢混结构,简装,两梯八户,有,null,2023/4/6,商品房,2012/7/30,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230409Py2a9
5078,茶港军转小区,武昌,400,33560,3室2厅1厨2卫,中楼层 (共8层),119.19,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,null,2023/3/24,房改房,2007/3/15,普通住宅,满五年,共有,无抵押,已上传房本照片,20220710ddeDF
5079,百步龙庭,江岸,229,17544,5室1厅1厨4卫,低楼层 (共11层),130.53,平层,暂无数据,板楼,东南,钢混结构,简装,一梯两户,有,null,2023/4/21,商品房,2023/4/21,普通住宅,未满两年,非共有,无抵押,已上传房本照片,20220628E00Hs
5080,熙龙湾,东西湖,138,11309,3室2厅1厨2卫,高楼层 (共28层),122.03,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/26,商品房,2017/6/21,普通住宅,满五年,共有,有抵押 30万元 建设银行 业主自还,已上传房本照片,20230426myU1M
5081,华发未来荟,汉阳,125,16002,2室2厅1厨1卫,高楼层 (共46层),78.12,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2023/2/17,商品房,2021/3/21,普通住宅,满两年,非共有,有抵押 50万元 商贷 客户偿还,已上传房本照片,20221122GUkvW
5082,东原启城二期,洪山,195,17765,3室2厅1厨2卫,中楼层 (共44层),109.77,平层,暂无数据,板楼,南 北,钢混结构,精装,三梯四户,有,null,2023/4/11,商品房,2020/9/14,普通住宅,满两年,非共有,有抵押,已上传房本照片,20230413ba7yI
5083,金秋千秋,武昌,784,29337,7室2厅1厨1卫,低楼层 (共1层),267.24,跃层,暂无数据,板楼,南,混合结构,简装,一梯两户,无,null,2020/11/3,商品房,2002/1/29,普通住宅,满五年,非共有,无抵押,已上传房本照片,20201202j2qvu
5084,万科汉口传奇,江汉,220,23601,3室2厅1厨1卫,中楼层 (共36层),93.22,平层,暂无数据,塔楼,东南,钢混结构,精装,三梯八户,有,null,2023/4/25,商品房,2021/2/8,普通住宅,满两年,共有,无抵押,已上传房本照片,20230425iT9wu
5085,水晶郦都,江夏,112,14666,2室2厅1厨1卫,中楼层 (共32层),76.37,平层,60,板楼,南,钢混结构,精装,两梯四户,有,null,2023/3/14,商品房,2018/1/8,普通住宅,满五年,共有,无抵押,已上传房本照片,20211216uND4w
5086,华大家园,洪山,233,17048,3室2厅1厨2卫,中楼层 (共11层),136.68,平层,120.7,塔楼,南 北,钢混结构,精装,一梯两户,有,null,2021/11/28,商品房,2010/1/1,普通住宅,满五年,共有,无抵押,已上传房本照片,20220105cJQ52
5087,银泰御华园,江岸,165,21861,2室2厅1厨1卫,中楼层 (共32层),75.48,平层,暂无数据,板楼,南,钢混结构,简装,三梯六户,有,null,2022/9/12,商品房,2015/7/22,普通住宅,满五年,非共有,无抵押,已上传房本照片,20220912cBKub
5088,广电兰亭荣荟,硚口,137,16370,2室2厅1厨1卫,高楼层 (共47层),83.69,平层,暂无数据,板楼,东南,钢混结构,精装,三梯六户,有,null,2021/2/23,商品房,2019/10/22,普通住宅,满两年,非共有,有抵押 38万元 邮政银行 客户偿还,已上传房本照片,20210224w498k
5089,龙湖天玺,武昌,422,33329,3室2厅1厨2卫,高楼层 (共54层),126.62,平层,94.1,板楼,南 北,钢混结构,精装,一梯四户,暂无数据,null,2023/3/6,商品房,2023/2/22,普通住宅,未满两年,非共有,有抵押 45万元 业主自还,已上传房本照片,20230307JXNDb
5090,融侨华府,武昌,330,26513,3室2厅1厨1卫,中楼层 (共34层),124.47,平层,96,板塔结合,东南,钢混结构,精装,两梯三户,有,null,2023/4/28,商品房,2013/4/12,普通住宅,满五年,共有,无抵押,已上传房本照片,20230428e1ehJ
5091,清能清江锦城三期,洪山,182,17364,3室2厅1厨1卫,中楼层 (共34层),104.82,平层,80.27,板楼,南 北,钢混结构,精装,两梯四户,有,null,2023/4/25,商品房,2020/5/24,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230426nYBUW
5092,统建锦绣江南一期,武昌,305,30946,2室2厅1厨1卫,中楼层 (共11层),98.56,平层,80.69,板楼,南,钢混结构,简装,一梯两户,有,null,2023/4/15,商品房,2009/7/23,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230415R75AN
5093,东一路,武昌,220,32430,2室1厅1厨1卫,中楼层 (共5层),67.84,平层,暂无数据,板楼,东南,混合结构,简装,一梯两户,无,null,2023/4/14,商品房,2000/10/11,普通住宅,满五年,共有,无抵押,已上传房本照片,20230415MjNiT
5094,兴华嘉天下,武昌,315,22915,3室2厅1厨2卫,中楼层 (共25层),137.47,平层,102.1,板楼,南 北,钢混结构,其他,两梯三户,有,null,2023/3/9,商品房,2010/8/23,普通住宅,满五年,共有,无抵押,已上传房本照片,202303098n9vp
5095,东庭郡园,汉南,36,6203,1室1厅1厨1卫,中楼层 (共24层),58.04,平层,44.46,板塔结合,南 北,钢混结构,其他,一梯六户,暂无数据,null,2023/4/27,商品房,2020/9/27,普通住宅,满两年,共有,暂无数据,已上传房本照片,20230427Cr4Ex
5096,香港路浅水湾,江汉,230,17017,3室2厅1厨2卫,高楼层 (共25层),135.16,平层,109.31,板塔结合,南 北,钢混结构,精装,两梯六户,有,null,2021/4/22,商品房,2021/5/6,普通住宅,未满两年,共有,无抵押,已上传房本照片,20210507JO39T
5097,华腾园,洪山,186,16832,3室2厅1厨1卫,低楼层 (共28层),110.51,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯六户,有,null,2023/1/18,商品房,2017/8/18,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230128TsRxb
5098,鹏程花园,洪山,160,13700,3室2厅1厨2卫,中楼层 (共8层),116.79,错层,105.3,板楼,南 北,钢混结构,简装,一梯两户,无,null,2023/4/10,商品房,2021/1/11,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230411OCa5P
5099,保利中央公馆,洪山,172,18227,3室2厅1厨1卫,低楼层 (共34层),94.37,平层,暂无数据,塔楼,南 北,钢混结构,精装,两梯六户,有,null,2021/8/22,商品房,2017/2/10,普通住宅,满五年,共有,无抵押,已上传房本照片,20210915CwR4H
5100,东方恒星园,江岸,260,12065,5室2厅1厨2卫,高楼层 (共7层),215.51,复式,暂无数据,塔楼,南,钢混结构,简装,一梯四户,无,null,2022/11/24,商品房,2005/8/5,普通住宅,满五年,共有,无抵押,已上传房本照片,202009201j0Xf
5101,楚天都市花园,武昌,290,19380,3室1厅1厨1卫,高楼层 (共32层),149.64,平层,120.98,板楼,西南,钢混结构,简装,三梯八户,有,null,2023/4/8,商品房,2011/3/25,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230408xWshE
5102,华师一附中宿舍,武昌,96,16374,2室1厅1厨1卫,高楼层 (共6层),58.63,平层,暂无数据,板楼,南 北,混合结构,精装,一梯两户,无,null,2023/4/10,商品房,2016/6/26,普通住宅,满五年,非共有,有抵押 公积金贷款有二十来万 业主自还,已上传房本照片,20230410pvQ7D
5103,恒大城,东西湖,89,9854,3室2厅1厨1卫,高楼层 (共32层),90.32,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯六户,有,null,2023/3/15,商品房,2021/2/3,普通住宅,满两年,共有,有抵押 50万元,已上传房本照片,20230313M8ohn
5104,人信太子湾,沌口,134,14155,3室1厅1厨1卫,低楼层 (共33层),94.67,平层,暂无数据,板塔结合,东南,钢混结构,精装,两梯四户,有,null,2023/4/5,商品房,2021/1/25,普通住宅,满两年,非共有,无抵押,已上传房本照片,20230406wLZ0K
5105,富强万象新城,洪山,92,10240,2室1厅1厨1卫,中楼层 (共11层),89.85,平层,暂无数据,板塔结合,南,钢混结构,简装,一梯四户,有,null,2023/1/11,商品房,2022/12/27,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202301112BIMr
5106,美好长江首玺,洪山,155,16313,3室1厅1厨2卫,高楼层 (共33层),95.02,平层,75.42,板楼,南 北,钢混结构,其他,两梯四户,有,null,2023/4/29,商品房,2021/4/21,普通住宅,满两年,非共有,有抵押 66万元 中行,已上传房本照片,20221208WDVkp
5107,建新西区长寿里,蔡甸,39,5478,2室1厅1厨1卫,高楼层 (共7层),71.2,平层,暂无数据,板楼,南 北,钢混结构,简装,一梯两户,暂无数据,null,2023/4/20,商品房,2016/12/27,普通住宅,满五年,共有,有抵押,已上传房本照片,202009242yaNS
5108,晋合金桥世家,江岸,230,22541,3室2厅1厨2卫,中楼层 (共33层),102.04,平层,暂无数据,板楼,东 西,钢混结构,精装,两梯三户,有,null,2023/3/12,商品房,2017/9/29,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230312X1jsL
5109,新城俊园,东西湖,138,10507,3室2厅1厨2卫,中楼层 (共30层),131.35,平层,29.25,塔楼,南 北,钢混结构,精装,两梯六户,有,null,2022/2/12,商品房,2017/12/12,普通住宅,满五年,共有,有抵押 127万元 工行 业主自还,已上传房本照片,202202126ceRK
5110,省工行宿舍,武昌,515,30548,5室1厅1厨2卫,低楼层 (共8层),168.59,平层,168.59,板楼,南 北,钢混结构,精装,一梯两户,有,null,2021/12/30,商品房,2018/5/4,普通住宅,满两年,非共有,无抵押,已上传房本照片,20190106MNI72
5111,育才嘉苑,武昌,276,21482,3室2厅1厨2卫,低楼层 (共9层),128.48,错层,暂无数据,板楼,南,钢混结构,简装,一梯四户,无,null,2023/4/13,商品房,2004/3/12,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230416RcLIc
